,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
2294,14294,1,2,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2295,14295,0,1,2,2,0,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
2296,14296,0,2,3,1,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0
2297,14297,1,2,2,1,0,0,0,0,0,-1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
2298,14298,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,14299,0,2,2,1,1,0,0,0,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0
2300,14300,1,1,1,2,0,-1,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0
2301,14301,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2302,14302,0,1,3,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2303,14303,1,1,1,2,0,1,-2,-1,-1,-1,-1,0,0,1,1,1,0,0,1,1,1,1,1,0
2304,14304,0,1,2,1,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0
2305,14305,0,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0
2306,14306,1,1,3,1,1,1,-1,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,14307,1,1,2,1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,0,1,1,1,1,1,1,0
2308,14308,1,2,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2309,14309,1,2,2,1,1,-2,-2,-2,-2,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,0
2310,14310,0,2,1,2,0,-1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1
2311,14311,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2312,14312,1,2,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2313,14313,1,2,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2314,14314,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
2315,14315,0,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,1,0,1
2316,14316,0,1,3,1,1,-1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
2317,14317,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
2318,14318,1,2,1,2,0,-1,-1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0
2319,14319,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2320,14320,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2321,14321,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2322,14322,0,2,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2323,14323,1,1,1,1,1,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2324,14324,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,14325,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2326,14326,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
2327,14327,1,2,2,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,1,1,0
2328,14328,0,1,2,2,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,14329,1,2,2,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2330,14330,0,1,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,14331,1,2,3,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2332,14332,1,2,2,1,1,-1,-1,-1,0,-1,-1,0,0,1,0,0,0,1,1,0,1,1,0,0
2333,14333,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2334,14334,0,2,1,2,0,1,2,2,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,1
2335,14335,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
2336,14336,1,1,1,2,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,1,1,0
2337,14337,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2338,14338,1,2,2,1,0,1,-2,-1,-1,-2,-2,0,0,1,0,0,0,0,1,0,0,0,0,0
2339,14339,1,2,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
2340,14340,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2341,14341,0,2,2,2,0,2,2,2,2,2,2,0,0,1,1,1,1,0,1,0,0,0,0,0
2342,14342,1,2,2,1,1,-1,-1,-1,-2,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
2343,14343,1,2,1,2,0,-1,-1,-1,0,0,-1,1,0,1,0,0,0,1,1,0,0,1,0,0
2344,14344,1,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2345,14345,1,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2346,14346,0,1,3,2,0,1,2,2,2,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
2347,14347,1,2,2,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,1,1,1,1,1,1,0
2348,14348,0,1,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2349,14349,0,2,2,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,1,1,1,0
2350,14350,1,1,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2351,14351,0,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2352,14352,1,1,3,1,1,2,-1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2353,14353,0,1,2,1,1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,14354,0,2,3,2,0,0,0,0,0,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0
2355,14355,0,1,2,2,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
2356,14356,1,1,2,1,1,1,2,2,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
2357,14357,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2358,14358,0,2,2,2,0,-2,-1,-1,0,0,-2,1,0,0,0,0,0,1,1,0,0,0,0,0
2359,14359,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2360,14360,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2361,14361,1,2,1,1,1,0,0,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
2362,14362,1,1,1,1,1,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0
2363,14363,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2364,14364,0,1,2,2,1,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2365,14365,1,2,1,1,0,-1,-1,2,-1,-1,2,0,0,0,0,0,0,1,0,1,1,0,1,0
2366,14366,0,2,1,2,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2367,14367,0,1,3,1,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2368,14368,0,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2369,14369,1,2,1,2,1,1,-2,-2,-1,-1,-1,0,0,0,0,1,0,0,0,1,1,1,0,0
2370,14370,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
2371,14371,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2372,14372,0,2,2,1,1,0,0,2,2,2,-1,0,1,0,1,0,1,1,1,0,1,1,0,0
2373,14373,0,2,1,2,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,0
2374,14374,0,2,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,1,1
2375,14375,1,1,3,2,1,0,0,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0
2376,14376,1,2,1,1,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,1,0,0
2377,14377,0,1,3,1,1,2,2,2,2,2,2,0,0,1,1,1,0,0,1,0,0,0,0,0
2378,14378,1,2,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2379,14379,0,1,3,2,0,2,0,0,2,2,2,1,1,1,1,1,1,0,1,0,1,1,0,1
2380,14380,1,1,3,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
2381,14381,1,1,1,2,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
2382,14382,1,2,1,2,0,0,-1,0,0,-1,0,0,0,1,1,1,0,1,1,1,1,1,1,0
2383,14383,0,1,3,2,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,14384,0,2,2,2,0,-2,-2,-2,-2,-1,0,1,1,0,1,1,1,0,0,1,1,0,0,0
2385,14385,0,2,3,1,0,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,0,1,1,1,1,1,0
2386,14386,0,2,2,2,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
2387,14387,1,2,2,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,0,0,0,0,0
2388,14388,1,2,1,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,14389,0,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2390,14390,0,1,2,2,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2391,14391,1,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
2392,14392,1,2,3,2,0,0,0,-2,-2,-2,-1,0,0,0,0,0,0,0,1,0,0,1,1,0
2393,14393,0,1,1,1,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2394,14394,0,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2395,14395,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2396,14396,1,2,1,2,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
2397,14397,1,2,2,1,1,0,0,0,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2398,14398,0,2,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2399,14399,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,1,0,0,1,1,0,0,1,1,0
2400,14400,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,1,1,1,1,0,0,0
2401,14401,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
2402,14402,1,1,2,1,1,-1,-1,2,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,14403,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2404,14404,1,1,3,2,1,-2,-2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2405,14405,0,2,1,2,0,0,0,0,0,-2,-1,1,1,1,0,0,0,1,1,0,0,1,0,0
2406,14406,0,2,1,2,0,0,0,0,-1,-1,2,1,1,1,0,1,1,1,0,1,1,1,0,0
2407,14407,0,2,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2408,14408,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2409,14409,0,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
2410,14410,1,2,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,1,1,1
2411,14411,0,1,3,2,0,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2412,14412,1,2,1,1,1,-2,-2,-1,-1,-1,-2,0,0,0,0,0,0,1,1,1,0,0,1,0
2413,14413,1,2,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
2414,14414,1,1,1,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,14415,0,2,1,2,0,1,2,2,0,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1
2416,14416,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2417,14417,0,1,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,14418,1,2,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,1,0,1,0
2419,14419,0,2,2,1,1,2,2,4,3,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0
2420,14420,1,2,2,1,1,-1,-1,-1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2421,14421,0,1,2,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,14422,1,1,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,14423,1,1,1,1,1,0,0,-2,-2,-2,-2,1,0,0,0,0,0,0,0,0,0,0,0,0
2424,14424,0,2,3,1,0,-1,-1,2,0,-1,-1,0,0,1,0,0,1,1,0,0,1,1,1,0
2425,14425,1,1,1,2,0,0,0,0,2,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0
2426,14426,1,2,1,2,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,1,1,1,0,1,1,0
2427,14427,1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2428,14428,1,2,1,2,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,14429,0,1,2,2,0,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2430,14430,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2431,14431,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,14432,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2433,14433,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2434,14434,0,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2435,14435,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2436,14436,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2437,14437,0,2,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2438,14438,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
2439,14439,0,2,3,2,0,-1,-1,-1,-1,-1,-2,0,0,0,0,0,0,1,1,1,0,0,0,0
2440,14440,0,2,1,2,0,3,3,4,3,2,5,1,1,1,1,1,1,1,0,0,1,0,0,1
2441,14441,0,2,1,2,0,1,-2,-1,0,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,0
2442,14442,1,1,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2443,14443,0,2,1,2,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,14444,0,1,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,0
2445,14445,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2446,14446,0,2,2,2,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
2447,14447,0,1,1,2,1,2,0,0,2,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
2448,14448,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
2449,14449,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2450,14450,1,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2451,14451,0,1,2,2,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0
2452,14452,0,1,3,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,14453,0,1,2,2,0,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2454,14454,1,2,1,2,0,1,-1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,14455,1,2,3,2,1,0,-1,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2456,14456,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2457,14457,1,1,2,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2458,14458,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2459,14459,1,2,3,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,0
2460,14460,0,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2461,14461,0,2,2,2,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1,0
2462,14462,0,1,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,14463,0,2,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
2464,14464,1,1,1,2,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0
2465,14465,1,2,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
2466,14466,0,1,2,2,1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,14467,1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0
2468,14468,0,1,2,1,1,1,2,3,4,4,3,0,1,1,1,1,1,1,1,0,0,1,1,1
2469,14469,0,1,2,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,0
2470,14470,1,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2471,14471,1,1,1,1,1,3,2,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2472,14472,0,2,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1
2473,14473,1,1,2,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0
2474,14474,0,2,2,1,0,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2475,14475,0,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
2476,14476,1,2,2,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1,1,0,1,1,0
2477,14477,1,2,1,1,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,14478,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
2479,14479,0,2,1,2,0,0,0,0,2,2,2,1,1,1,1,1,1,0,1,0,1,0,0,0
2480,14480,1,1,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,14481,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
2482,14482,1,1,1,2,0,1,-1,-1,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0
2483,14483,0,1,2,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2484,14484,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2485,14485,1,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2486,14486,0,2,1,2,0,1,2,2,2,2,2,0,0,0,0,1,1,0,1,0,1,0,1,0
2487,14487,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2488,14488,0,2,2,2,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,1,1,1,0,0
2489,14489,0,1,1,2,1,0,0,0,0,-1,-1,1,1,1,1,0,0,1,1,1,1,0,0,0
2490,14490,0,1,3,1,1,1,2,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
2491,14491,1,1,1,2,0,1,-2,-2,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0
2492,14492,0,2,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2493,14493,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2494,14494,0,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2495,14495,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2496,14496,1,2,3,1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,1,1,1,0,1,0
2497,14497,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2498,14498,1,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2499,14499,1,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
2500,14500,0,2,2,2,0,1,2,3,3,2,2,1,1,1,1,1,1,1,1,0,0,1,1,0
2501,14501,1,2,2,1,0,0,0,2,2,2,0,1,1,1,1,1,1,1,0,1,0,1,1,1
2502,14502,0,2,1,2,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,14503,1,2,1,2,1,0,0,0,0,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,0
2504,14504,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2505,14505,0,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2506,14506,0,2,2,1,1,2,0,0,0,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0
2507,14507,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,14508,1,1,2,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0
2509,14509,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,14510,0,2,1,2,0,1,2,0,0,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0
2511,14511,0,1,3,1,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,14512,1,1,1,2,0,-1,-1,-1,0,0,-1,0,1,1,1,1,0,1,1,1,1,1,1,0
2513,14513,1,1,2,2,0,-2,-1,2,2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,14514,1,2,1,1,1,-2,-2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
2515,14515,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2516,14516,1,2,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2517,14517,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2518,14518,0,1,1,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2519,14519,0,1,3,1,1,2,2,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2520,14520,1,1,2,1,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2521,14521,0,2,2,2,1,-1,-1,0,0,0,-1,0,0,1,1,1,0,1,1,1,1,1,1,0
2522,14522,1,1,1,2,0,1,-1,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
2523,14523,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,0,0
2524,14524,1,2,1,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,1,0
2525,14525,1,2,1,2,0,-2,-2,-2,-1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0
2526,14526,1,1,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2527,14527,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2528,14528,1,1,1,1,1,-1,-1,2,2,-1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2529,14529,1,2,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2530,14530,1,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2531,14531,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2532,14532,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2533,14533,1,2,2,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2534,14534,0,1,2,2,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,1,0,0
2535,14535,0,1,2,2,0,0,0,2,0,-1,-1,1,1,1,1,0,0,1,0,1,1,1,0,1
2536,14536,1,1,1,1,1,-1,-1,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,14537,1,2,5,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,14538,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2539,14539,0,1,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
2540,14540,1,2,2,2,0,1,-2,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
2541,14541,0,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0
2542,14542,0,2,1,2,0,2,2,3,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
